ring_id,x,y
0,7,136
0,8,136
0,9,135
0,10,135
0,11,134
0,12,134
0,13,134
0,14,134
0,15,134
0,16,134
0,17,133
0,18,133
0,19,133
0,20,133
0,21,133
0,22,133
0,23,133
0,24,133
0,25,133
0,26,133
0,27,133
0,28,133
0,29,133
0,30,133
0,31,132
0,32,132
0,33,132
0,34,132
0,35,132
0,36,132
0,37,132
0,38,131
0,39,131
0,40,131
0,41,131
0,42,131
0,43,131
0,44,131
0,45,131
0,46,130
0,47,130
0,48,130
0,49,130
0,50,130
0,51,129
0,52,129
0,53,129
0,54,129
0,55,129
0,56,129
0,57,129
0,58,129
0,59,128
0,60,128
0,61,128
0,62,128
0,63,128
0,64,127
0,65,127
0,66,128
0,67,128
0,68,128
0,69,127
0,70,127
0,71,127
0,72,127
0,73,127
0,74,127
0,75,127
0,76,127
0,77,126
0,78,126
0,79,126
0,80,126
0,81,126
0,82,126
0,83,126
0,84,125
0,85,125
0,86,125
0,87,125
0,88,126
