ring_id,x,y
0,11,169
0,12,171
0,13,173
0,14,174
0,15,175
0,16,176
0,17,178
0,18,180
0,19,181
0,20,182
0,21,184
0,22,186
0,23,187
0,24,189
0,25,190
0,26,191
0,27,193
0,28,194
0,29,195
0,30,197
0,31,199
0,32,201
0,33,204
0,34,205
0,35,207
0,36,209
0,37,210
0,38,211
0,39,213
0,40,214
0,41,216
0,42,218
0,43,219
0,44,221
0,45,223
0,46,225
0,47,227
0,48,229
0,49,230
0,50,232
0,51,234
0,52,236
0,53,238
0,54,241
0,55,243
0,56,246
0,57,248
0,58,249
0,59,251
0,60,252
0,61,254
0,62,256
0,63,258
0,64,260
0,65,261
0,66,263
0,67,264
0,68,265
0,69,267
0,70,268
0,71,269
0,72,271
1,4,440
1,5,442
1,6,441
1,7,438
1,8,439
1,9,441
1,10,442
1,11,443
1,12,444
1,13,444
1,14,444
1,15,444
1,16,444
1,17,445
1,18,445
1,19,445
1,20,445
1,21,445
1,22,445
1,23,445
1,24,444
1,25,444
1,26,444
1,27,444
1,28,444
1,29,444
1,30,444
1,31,445
1,32,445
1,33,445
1,34,445
1,35,445
1,36,445
1,37,444
1,38,444
1,39,444
1,40,444
1,41,444
1,42,445
1,43,445
1,44,445
1,45,445
1,46,445
1,47,445
1,48,445
1,49,445
1,50,445
1,51,445
1,52,445
1,53,445
1,54,445
1,55,445
1,56,445
1,57,445
1,58,445
1,59,445
1,60,445
1,61,445
1,62,445
1,63,445
1,64,445
1,65,445
1,66,446
1,67,446
1,68,445
1,69,446
1,70,446
