ring_id,x,y
0,6,249
0,7,249
0,8,248
0,9,248
0,10,249
0,11,249
0,12,249
0,13,249
0,14,249
0,15,249
0,16,249
0,17,249
0,18,249
0,19,249
0,20,249
0,21,250
0,22,250
0,23,250
0,24,250
0,25,250
0,26,250
0,27,250
0,28,250
0,29,250
0,30,251
0,31,251
0,32,251
0,33,251
0,34,251
0,35,252
0,36,252
0,37,252
0,38,252
0,39,252
0,40,252
0,41,252
0,42,252
0,43,252
0,44,252
0,45,252
0,46,252
0,47,252
0,48,253
0,49,253
0,50,253
0,51,254
0,52,254
0,53,254
0,54,254
0,55,255
0,56,255
0,57,255
0,58,255
0,59,255
0,60,255
0,61,256
0,62,256
0,63,256
0,64,256
0,65,256
0,66,256
0,67,256
0,68,256
0,69,256
0,70,256
0,71,256
0,72,256
0,73,256
0,74,257
0,75,257
0,76,257
0,77,257
0,78,257
0,79,258
0,80,258
0,81,258
0,82,258
0,83,259
0,84,259
0,85,260
0,86,260
0,87,261
1,6,339
1,7,339
1,8,339
1,9,340
1,10,340
1,11,340
1,12,340
1,13,340
1,14,340
1,15,340
1,16,341
1,17,341
1,18,341
1,19,341
1,20,342
1,21,342
1,22,342
1,23,342
1,24,342
1,25,342
1,26,342
1,27,342
1,28,342
1,29,342
1,30,343
1,31,343
1,32,343
1,33,343
1,34,343
1,35,344
1,36,344
1,37,344
1,38,345
1,39,345
1,40,345
1,41,345
1,42,346
1,43,346
1,44,346
1,45,346
1,46,346
1,47,347
1,48,347
1,49,347
1,50,347
1,51,347
1,52,347
1,53,348
1,54,348
1,55,348
1,56,348
1,57,348
1,58,348
1,59,348
1,60,348
1,61,348
1,62,348
1,63,348
1,64,348
1,65,349
1,66,349
1,67,349
1,68,349
1,69,350
1,70,351
1,71,350
1,72,350
1,73,351
1,74,351
1,75,351
1,76,351
1,77,352
1,78,352
1,79,352
1,80,352
1,81,352
1,82,353
1,83,353
