ring_id,x,y
0,4,440
0,5,439
0,6,438
0,7,438
0,8,439
0,9,439
0,10,440
0,11,440
0,12,440
0,13,440
0,14,440
0,15,440
0,16,440
0,17,440
0,18,440
0,19,440
0,20,440
0,21,440
0,22,440
0,23,440
0,24,440
0,25,440
0,26,440
0,27,440
0,28,440
0,29,440
0,30,440
0,31,440
0,32,440
0,33,440
0,34,440
0,35,440
0,36,440
0,37,440
0,38,440
0,39,440
0,40,440
0,41,441
0,42,441
0,43,441
0,44,441
0,45,441
0,46,440
0,47,440
0,48,440
0,49,440
0,50,440
0,51,440
0,52,441
0,53,441
0,54,441
0,55,440
0,56,440
0,57,441
0,58,440
0,59,441
0,60,440
0,61,440
0,62,440
0,63,440
0,64,441
0,65,440
0,66,441
0,67,441
0,68,440
0,69,440
0,70,441
0,71,441
0,72,440
0,73,440
0,74,440
0,75,441
0,76,441
0,77,440
0,78,440
0,79,440
0,80,441
0,81,438
0,82,437
0,83,436
0,84,436
0,85,435
