ring_id,x,y
0,8,267
0,9,266
0,10,266
0,11,266
0,12,265
0,13,265
0,14,265
0,15,265
0,16,264
0,17,264
0,18,264
0,19,264
0,20,263
0,21,264
0,22,263
0,23,263
0,24,262
0,25,262
0,26,262
0,27,262
0,28,262
0,29,261
0,30,261
0,31,260
0,32,260
0,33,260
0,34,259
0,35,259
0,36,259
0,37,259
0,38,259
0,39,259
0,40,259
0,41,259
0,42,259
0,43,259
0,44,258
0,45,258
0,46,257
0,47,257
0,48,257
0,49,257
0,50,256
0,51,256
0,52,256
0,53,255
0,54,255
0,55,255
0,56,255
0,57,255
0,58,255
0,59,254
0,60,254
0,61,254
0,62,254
0,63,254
0,64,253
0,65,254
0,66,253
0,67,253
0,68,253
0,69,253
0,70,252
0,71,252
0,72,252
0,73,252
1,7,274
1,8,275
1,9,275
1,10,275
1,11,275
1,12,274
1,13,274
1,14,276
1,15,274
1,16,273
1,17,273
1,18,273
1,19,272
1,20,272
1,21,272
1,22,271
1,23,271
1,24,271
1,25,270
1,26,271
1,27,270
1,28,270
1,29,270
1,30,271
1,31,270
1,32,270
1,33,269
1,34,269
1,35,268
1,36,268
1,37,267
1,38,266
1,39,266
1,40,266
1,41,266
1,42,267
1,43,268
1,44,267
1,45,268
1,46,267
1,47,266
1,48,266
1,49,265
1,50,265
1,51,265
1,52,265
1,53,264
1,54,264
1,55,264
1,56,264
1,57,264
1,58,264
1,59,263
1,60,262
1,61,262
1,62,262
1,63,262
1,64,262
1,65,261
1,66,262
1,67,261
1,68,261
1,69,262
