ring_id,x,y
0,4,27
0,5,26
0,6,26
0,7,26
0,8,25
0,9,23
0,10,24
0,11,24
0,12,24
0,13,24
0,14,24
0,15,24
0,16,24
0,17,24
0,18,25
0,19,25
0,20,25
0,21,24
0,22,24
0,23,24
0,24,24
0,25,24
0,26,24
0,27,24
0,28,24
0,29,24
0,30,24
0,31,24
0,32,24
0,33,24
0,34,24
0,35,24
0,36,24
0,37,24
0,38,24
0,39,24
0,40,24
0,41,24
0,42,24
0,43,25
0,44,26
0,45,26
0,46,26
0,47,26
0,48,26
0,49,26
0,50,26
0,51,26
0,52,26
0,53,26
0,54,26
0,55,25
0,56,25
0,57,25
0,58,25
0,59,26
0,60,26
0,61,25
0,62,25
0,63,26
0,64,26
0,65,26
0,66,26
0,67,26
0,68,26
0,69,27
0,70,27
0,71,31
0,72,31
0,73,31
0,74,31
0,75,31
0,76,31
0,77,31
0,78,31
0,79,30
0,80,30
0,81,30
0,82,29
0,83,30
0,84,29
0,85,29
0,86,28
0,87,28
0,88,28
0,89,27
0,90,27
0,91,27
0,92,26
0,93,25
0,94,26
0,95,25
0,96,26
0,97,25
0,98,24
0,99,22
1,4,464
1,5,461
1,6,461
1,7,461
1,8,461
1,9,463
1,10,464
1,11,464
1,12,464
1,13,464
1,14,464
1,15,464
1,16,464
1,17,464
1,18,464
1,19,464
1,20,464
1,21,464
1,22,464
1,23,464
1,24,464
1,25,464
1,26,464
1,27,464
1,28,464
1,29,464
1,30,464
1,31,464
1,32,464
1,33,464
1,34,464
1,35,464
1,36,464
1,37,464
1,38,464
1,39,464
1,40,464
1,41,464
1,42,464
1,43,464
1,44,464
1,45,464
1,46,464
1,47,464
1,48,464
1,49,464
1,50,464
1,51,464
1,52,464
1,53,464
1,54,464
1,55,464
1,56,464
1,57,464
1,58,464
1,59,464
1,60,464
1,61,464
1,62,464
1,63,464
1,64,464
1,65,464
1,66,464
1,67,464
1,68,463
1,69,463
1,70,463
1,71,463
1,72,463
1,73,463
1,74,463
1,75,463
1,76,463
1,77,463
1,78,463
1,79,463
1,80,463
1,81,463
1,82,463
1,83,463
1,84,463
1,85,463
1,86,463
1,87,463
1,88,463
1,89,463
1,90,463
1,91,463
1,92,463
1,93,463
1,94,462
1,95,462
1,96,462
1,97,462
1,98,462
1,99,463
